trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MacroF1Act,Resource_to_role_acc,impact_acc,oranization country_acc,org:group_acc,org:resource:role_acc,org:resource_acc,org:role_acc,product_acc,resource country_acc,time:timestamp_mae,hid,lr,batch_size,heads,layers,aggregation
25,25_0,COMPLETED,BoTorch,5.095791581063532,0.5719119906425476,0.5296759009361267,1.0,1.0,1.0,0.9695430994033813,1.0,0.5482233166694641,0.9120135307312012,0.8612520694732666,0.9373942017555237,0.3762919545173645,128,0.011903197324899917,64,1,2,max
61,61_0,COMPLETED,BoTorch,5.153296215343289,0.49238577485084534,0.47413554787635803,1.0,1.0,0.9983079433441162,0.9661590456962585,1.0,0.5025380849838257,0.9170896410942078,0.9458544850349426,0.9323180913925171,0.3076175212860107,128,0.014419902694039602,64,1,2,max
81,81_0,COMPLETED,BoTorch,5.186907696025446,0.5042300820350647,0.48315173387527466,1.0,1.0,1.0,0.962774932384491,1.0,0.5109983086585999,0.9204737544059753,0.905245304107666,0.9357022047042847,0.3877110004425049,128,0.027060403008886343,64,1,2,max
56,56_0,COMPLETED,BoTorch,5.22951268965844,0.4974619150161743,0.4935793876647949,1.0,1.0,1.0,0.9729272127151489,1.0,0.5143823623657227,0.8967850804328918,0.85617595911026,0.942470371723175,0.3368206560611725,128,0.014731832241340859,64,1,2,max
91,91_0,COMPLETED,BoTorch,5.329800603492186,0.4788494110107422,0.4546143710613251,1.0,1.0,1.0,0.9644669890403748,1.0,0.5482233166694641,0.9120135307312012,0.8426395654678345,0.9340101480484009,0.3662772238254547,128,0.02669580350005943,64,1,2,max
30,30_0,COMPLETED,BoTorch,5.349492478719912,0.46869710087776184,0.4285300374031067,1.0,1.0,1.0,0.962774932384491,1.0,0.5583755970001221,0.8714044094085693,0.8967850804328918,0.9306260347366333,0.11285490393638611,128,0.0173284005259969,64,1,2,max
8,8_0,COMPLETED,BoTorch,5.437619900598657,0.4094754457473755,0.412790983915329,1.0,1.0,0.9949238300323486,0.9661590456962585,1.0,0.5482233166694641,0.9187816977500916,0.7394247055053711,0.9340101480484009,0.24444791674613953,128,0.015357498277728913,64,1,2,max
12,12_0,COMPLETED,BoTorch,5.44776998583693,0.4297800362110138,0.43397632241249084,1.0,1.0,1.0,0.9712351560592651,1.0,0.5499153733253479,0.8883248567581177,0.8646361827850342,0.9340101480484009,0.2703604996204376,128,0.010142446592564646,64,1,2,max
22,22_0,COMPLETED,BoTorch,5.4621195260086095,0.4974619150161743,0.46646538376808167,1.0,1.0,1.0,0.9712351560592651,1.0,0.5160744190216064,0.913705587387085,0.8037225008010864,0.9373942017555237,0.14863902926445008,128,0.014093935530505324,64,2,2,max
55,55_0,COMPLETED,BoTorch,5.524755703518167,0.43993231654167175,0.4459519386291504,1.0,1.0,0.9983079433441162,0.9678511023521423,1.0,0.47038915753364563,0.9001691937446594,0.8866328001022339,0.9390862584114075,0.20179083049297333,128,0.014587205528455275,64,1,2,max
98,98_0,COMPLETED,BoTorch,5.578356784116477,0.4551607370376587,0.4016493260860443,1.0,1.0,1.0,0.9661590456962585,1.0,0.5956006646156311,0.8612520694732666,0.7952622771263123,0.9323180913925171,0.2772694617509842,128,0.021895864517989184,64,1,2,max
62,62_0,COMPLETED,BoTorch,5.6489364767912775,0.5093062520027161,0.43306395411491394,1.0,1.0,1.0,0.962774932384491,1.0,0.5313028693199158,0.9018612504005432,0.7664974331855774,0.9340101480484009,0.10766352415084839,128,0.013970162698593101,64,1,2,max
70,70_0,COMPLETED,BoTorch,5.6955512562766675,0.37394246459007263,0.37873515486717224,1.0,1.0,0.9966158866882324,0.9610828757286072,1.0,0.5752961039543152,0.8815566897392273,0.808798611164093,0.9390862584114075,0.33318117558956145,128,0.0259360512627386,64,1,2,max
50,50_0,COMPLETED,BoTorch,5.785510308464291,0.39593908190727234,0.37950804829597473,1.0,1.0,1.0,0.9661590456962585,1.0,0.4568527936935425,0.9018612504005432,0.85617595911026,0.942470371723175,0.1464978739619255,128,0.014763257879524889,64,1,2,max
37,37_0,COMPLETED,BoTorch,5.8509970109211284,0.48392555117607117,0.4726080000400543,1.0,1.0,0.9983079433441162,0.9712351560592651,1.0,0.4720812141895294,0.8815566897392273,0.8375634551048279,0.9390862584114075,0.2968972742557526,128,0.014284295347272297,64,1,2,max
40,40_0,COMPLETED,BoTorch,5.870311840088107,0.4720812141895294,0.44019371271133423,1.0,1.0,1.0,0.9661590456962585,1.0,0.5211505889892578,0.8883248567581177,0.7817258834838867,0.9323180913925171,0.206633523106575,128,0.014811038588966964,64,1,2,max
78,78_0,COMPLETED,BoTorch,6.067519242619165,0.4314720630645752,0.3928205370903015,1.0,1.0,0.9949238300323486,0.962774932384491,1.0,0.5279187560081482,0.903553307056427,0.7817258834838867,0.9238578677177429,0.20615739822387696,128,0.029049755159398206,64,1,2,max
20,20_0,COMPLETED,BoTorch,6.073557677201461,0.41962772607803345,0.4143523871898651,1.0,1.0,0.9983079433441162,0.9695430994033813,1.0,0.46362096071243286,0.8849407434463501,0.7631133794784546,0.9221658110618591,0.17109077870845796,128,0.013617200846717518,64,1,2,max
96,96_0,COMPLETED,BoTorch,6.104495151276933,0.3536379039287567,0.3596551716327667,1.0,1.0,1.0,0.9712351560592651,1.0,0.4534686803817749,0.8984771370887756,0.8426395654678345,0.9323180913925171,0.2387917757034302,128,0.023949096875923725,64,1,2,max
92,92_0,COMPLETED,BoTorch,6.138841429236345,0.3587140440940857,0.3594914376735687,1.0,1.0,0.9966158866882324,0.962774932384491,1.0,0.4974619150161743,0.9069373607635498,0.749576985836029,0.9238578677177429,0.3561503171920776,128,0.02613558563338512,64,1,2,max
88,88_0,COMPLETED,BoTorch,6.3852007634472105,0.39593908190727234,0.39224371314048767,1.0,1.0,0.9949238300323486,0.9695430994033813,1.0,0.44500845670700073,0.903553307056427,0.769881546497345,0.9323180913925171,0.14479988813400269,128,0.025766782857149274,64,1,2,max
67,67_0,COMPLETED,BoTorch,6.388290471583605,0.4737732410430908,0.43438735604286194,1.0,1.0,1.0,0.9644669890403748,1.0,0.43824025988578796,0.8291031718254089,0.8578680157661438,0.9018612504005432,0.19819236695766448,128,0.033597430212369134,64,1,2,max
80,80_0,COMPLETED,BoTorch,6.412750788033009,0.4094754457473755,0.393303245306015,1.0,1.0,0.9966158866882324,0.9644669890403748,1.0,0.49069371819496155,0.893401026725769,0.7715736031532288,0.9272419214248657,0.39797895550727846,128,0.028314941096409498,64,1,2,max
35,35_0,COMPLETED,BoTorch,6.413789549528156,0.49238577485084534,0.4732409417629242,1.0,1.0,0.9983079433441162,0.9678511023521423,1.0,0.3824026882648468,0.8883248567581177,0.7563451528549194,0.9204737544059753,0.3311646044254303,128,0.022451095677198493,128,1,2,max
69,69_0,COMPLETED,BoTorch,6.4520128118572755,0.4771573543548584,0.45379313826560974,1.0,1.0,1.0,0.9644669890403748,1.0,0.41962772607803345,0.8917089700698853,0.7546530961990356,0.9323180913925171,0.46936183571815493,128,0.032293868932817375,64,1,2,max
23,23_0,COMPLETED,BoTorch,6.473912620497868,0.4297800362110138,0.429798424243927,1.0,1.0,0.9983079433441162,0.9543147087097168,1.0,0.5042300820350647,0.8646361827850342,0.6818950772285461,0.9204737544059753,0.1272645503282547,128,0.013669210377233745,64,1,2,max
84,84_0,COMPLETED,BoTorch,6.479360640421509,0.5363789796829224,0.5106657147407532,1.0,1.0,0.9966158866882324,0.9661590456962585,1.0,0.4297800362110138,0.8798646330833435,0.7055837512016296,0.9221658110618591,0.08714927732944489,128,0.01125784643901179,256,2,2,max
59,59_0,COMPLETED,BoTorch,6.528562818281353,0.49238577485084534,0.4376595616340637,1.0,1.0,1.0,0.9678511023521423,1.0,0.46531301736831665,0.915397584438324,0.6852791905403137,0.9357022047042847,0.25551537573337557,128,0.014380706249590317,64,1,2,max
65,65_0,COMPLETED,BoTorch,6.6005030848435124,0.41793569922447205,0.36821961402893066,1.0,1.0,1.0,0.962774932384491,1.0,0.47038915753364563,0.8714044094085693,0.8612520694732666,0.9238578677177429,0.7019005537033081,128,0.03129089128780466,32,1,2,max
13,13_0,COMPLETED,BoTorch,6.6587151640094815,0.46700507402420044,0.45792895555496216,1.0,1.0,0.9949238300323486,0.9543147087097168,1.0,0.47038915753364563,0.8595600724220276,0.7360405921936035,0.913705587387085,0.11859270632266998,128,0.011927353837824952,32,1,2,max
99,99_0,COMPLETED,BoTorch,6.74432611821685,0.44162434339523315,0.43035656213760376,1.0,1.0,0.991539716720581,0.9644669890403748,1.0,0.4263959228992462,0.8815566897392273,0.6852791905403137,0.9289339780807495,0.23294951915740966,128,0.022737200190218364,64,1,2,max
74,74_0,COMPLETED,BoTorch,6.811280604638159,0.4348561763763428,0.37509629130363464,1.0,1.0,0.989847719669342,0.962774932384491,1.0,0.46362096071243286,0.8849407434463501,0.7309644222259521,0.9086294174194336,0.27103465497493745,128,0.0323575058063287,64,1,2,max
14,14_0,COMPLETED,BoTorch,7.003846264630556,0.46362096071243286,0.44894543290138245,1.0,1.0,0.9949238300323486,0.9560067653656006,1.0,0.47038915753364563,0.8730964064598083,0.6598984599113464,0.893401026725769,0.11539705246686935,128,0.010765924800032939,256,1,2,max
49,49_0,COMPLETED,BoTorch,7.038335137674585,0.4027072787284851,0.3708815276622772,1.0,1.0,1.0,0.962774932384491,1.0,0.39424702525138855,0.8629441261291504,0.673434853553772,0.9238578677177429,0.1304198682308197,128,0.014221078007542472,64,1,2,max
94,94_0,COMPLETED,BoTorch,7.216385034192354,0.41455158591270447,0.3656083643436432,1.0,1.0,0.9966158866882324,0.9644669890403748,1.0,0.43824025988578796,0.8646361827850342,0.6903553009033203,0.9306260347366333,0.18082764446735383,128,0.026114066279752678,64,1,2,max
47,47_0,COMPLETED,BoTorch,7.504731892701239,0.4568527936935425,0.41155892610549927,1.0,1.0,0.9864636063575745,0.9661590456962585,1.0,0.4314720630645752,0.8883248567581177,0.6209813952445984,0.9272419214248657,0.27190499305725097,128,0.013911027831896884,64,1,2,max
45,45_0,COMPLETED,BoTorch,7.5596402668394145,0.48561757802963257,0.4376711845397949,1.0,1.0,0.989847719669342,0.9610828757286072,1.0,0.4348561763763428,0.8798646330833435,0.6277495622634888,0.9255499243736267,0.6011734962463379,128,0.014617162089834445,64,1,2,max
97,97_0,COMPLETED,BoTorch,7.66697015645737,0.3807106614112854,0.3642500936985016,1.0,1.0,0.9966158866882324,0.962774932384491,1.0,0.3570219874382019,0.8612520694732666,0.6463620662689209,0.9069373607635498,0.17623519897460938,128,0.024124678223120727,64,1,2,max
87,87_0,COMPLETED,BoTorch,7.682218583673238,0.43993231654167175,0.3931630551815033,1.0,1.0,0.9881556630134583,0.9644669890403748,1.0,0.31641286611557007,0.8917089700698853,0.6886632442474365,0.915397584438324,0.2901983916759491,128,0.028750374990754144,64,1,2,max
43,43_0,COMPLETED,BoTorch,7.706403227150441,0.39593908190727234,0.38466310501098633,1.0,1.0,0.9949238300323486,0.9492385387420654,1.0,0.4010152220726013,0.8883248567581177,0.6869712471961975,0.9120135307312012,0.6222417235374451,128,0.014082426412353884,64,1,2,max
6,6_0,COMPLETED,Sobol,7.777647468307987,0.6040608882904053,0.5753746032714844,1.0,1.0,0.9949238300323486,0.9678511023521423,1.0,0.41962772607803345,0.8595600724220276,0.4314720630645752,0.905245304107666,0.07648681998252868,64,0.009934550469876931,128,1,2,max
36,36_0,COMPLETED,BoTorch,7.840018992125988,0.4483925402164459,0.41660723090171814,1.0,1.0,0.9932317733764648,0.9644669890403748,1.0,0.35025379061698914,0.8527918457984924,0.6429780125617981,0.9086294174194336,0.26504077613353727,128,0.018089215396095485,64,1,2,max
18,18_0,COMPLETED,BoTorch,7.855375637114048,0.4247038960456848,0.41586166620254517,1.0,0.991539716720581,0.9323180913925171,0.9560067653656006,1.0,0.4094754457473755,0.769881546497345,0.7580372095108032,0.905245304107666,0.6791063666343689,128,0.1,256,2,2,max
54,54_0,COMPLETED,BoTorch,7.909599439194426,0.44162434339523315,0.4193018972873688,1.0,1.0,0.9966158866882324,0.9576988220214844,1.0,0.3824026882648468,0.8392554521560669,0.615905225276947,0.905245304107666,0.15118976831436157,128,0.01473169193095777,64,1,2,max
27,27_0,COMPLETED,BoTorch,8.06265606242232,0.4551607370376587,0.4280219078063965,1.0,1.0,0.9949238300323486,0.9576988220214844,1.0,0.34348562359809875,0.818950891494751,0.6125211119651794,0.915397584438324,0.14031321406364441,128,0.01156478409445899,64,1,2,max
63,63_0,COMPLETED,BoTorch,8.57781032230705,0.37394246459007263,0.34853029251098633,1.0,1.0,0.9864636063575745,0.962774932384491,1.0,0.2825719118118286,0.8612520694732666,0.5956006646156311,0.9204737544059753,0.21637562215328215,128,0.014774851144329679,64,1,2,max
4,4_0,COMPLETED,Sobol,9.154729542182759,0.49238577485084534,0.47611305117607117,1.0,1.0,0.9780033826828003,0.9712351560592651,1.0,0.2673434913158417,0.8307952284812927,0.4500845968723297,0.905245304107666,0.1680087059736252,64,0.024512567860719058,256,1,2,max
