,trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MacroF1Act,time:timestamp_mae,lr,batch_size,heads,hid,layers,aggregation
52,52,52_0,COMPLETED,BoTorch,1.474221738536031,0.5601767301559448,0.23342129588127136,0.03766900631448915,0.00015949196297099778,128,2,128,2,max
75,75,75_0,COMPLETED,BoTorch,1.4801128116105833,0.2537041902542114,0.16780497133731842,0.0913574151214092,0.002923013840085777,256,1,128,2,max
6,6,6_0,COMPLETED,BoTorch,1.4807403028732347,0.5378216505050659,0.2361169010400772,0.03473666202156774,0.0001,128,1,128,2,max
51,51,51_0,COMPLETED,BoTorch,1.4884370329879946,0.43072524666786194,0.22924074530601501,0.04689028714933703,0.00022333192222006638,128,1,128,2,max
40,40,40_0,COMPLETED,BoTorch,1.4908427866476197,0.5253444314002991,0.23284021019935608,0.06044128453058581,0.0008650857066849478,256,1,128,2,max
29,29,29_0,COMPLETED,BoTorch,1.4941342001961124,0.6314010620117188,0.2662586271762848,0.3461040094975502,0.1,512,1,128,2,max
28,28,28_0,COMPLETED,BoTorch,1.4946907506354394,0.3233688473701477,0.19334276020526886,0.14435180709246667,0.016889644810595978,256,1,128,2,max
9,9,9_0,COMPLETED,BoTorch,1.4954885715438473,0.2687808573246002,0.16554319858551025,0.11293775708444657,0.008343954107878016,512,2,128,2,max
1,1,1_0,COMPLETED,Sobol,1.498797171538876,0.6368598937988281,0.23705676198005676,0.2457836414537122,0.020423111474986877,128,2,128,2,max
69,69,69_0,COMPLETED,BoTorch,1.5209202821696959,0.44970107078552246,0.24896970391273499,0.0690183233349554,0.0013682952237676967,512,1,128,2,max
23,23,23_0,COMPLETED,BoTorch,1.550917845099203,0.6298414468765259,0.22878320515155792,0.179220944162338,0.008884053697072087,256,2,128,2,max
12,12,12_0,COMPLETED,BoTorch,1.5592666926883882,0.2848973274230957,0.17172421514987946,0.0796355802205301,0.0010215274633496667,256,2,128,2,max
11,11,11_0,COMPLETED,BoTorch,1.5632630274180443,0.28749674558639526,0.18182232975959778,0.07412190927613166,0.002104708504130775,512,2,128,2,max
32,32,32_0,COMPLETED,BoTorch,1.5703263614446885,0.5172861814498901,0.31938228011131287,0.1840830027095733,0.01881385059556438,256,2,128,2,max
70,70,70_0,COMPLETED,BoTorch,1.5944546739901266,0.24304652214050293,0.14085212349891663,0.16260212179153197,0.003989356294200919,256,2,128,2,max
31,31,31_0,COMPLETED,BoTorch,1.6008004762472645,0.29425525665283203,0.20152269303798676,0.21205044609885063,0.042472474263387024,128,2,128,2,max
0,0,0_0,COMPLETED,Sobol,1.6025943418423976,0.5635560154914856,0.21774590015411377,0.036770306167102626,0.0001865322718407359,256,1,128,2,max
16,16,16_0,COMPLETED,BoTorch,1.6136467107121022,0.5502989292144775,0.241444393992424,0.06307718025580529,0.0006932137833024363,512,2,128,2,max
30,30,30_0,COMPLETED,BoTorch,1.6373451628511952,0.25656354427337646,0.16569164395332336,0.09664116439319426,0.01455400415479111,512,2,128,2,max
57,57,57_0,COMPLETED,BoTorch,1.648711163670786,0.2848973274230957,0.1858392059803009,0.1894781950020021,0.009770534713140886,128,1,128,2,max
36,36,36_0,COMPLETED,BoTorch,1.6490206083943766,0.26852092146873474,0.170347660779953,0.31867390871047974,0.021884006735125548,128,1,128,2,max
22,22,22_0,COMPLETED,BoTorch,1.673216377535174,0.6428385972976685,0.21174196898937225,0.0635441695490191,0.0001,128,2,128,2,max
8,8,8_0,COMPLETED,BoTorch,1.7274471636741393,0.6061866283416748,0.24408283829689026,0.4771279481149489,0.1,128,1,128,2,max
13,13,13_0,COMPLETED,BoTorch,1.734362291232232,0.3277878761291504,0.2161807417869568,0.22218666586183733,0.05324820939856866,512,2,128,2,max
41,41,41_0,COMPLETED,BoTorch,1.7827446268450828,0.57187420129776,0.22211062908172607,0.17760860535406298,0.006840342583322486,128,2,128,2,max
19,19,19_0,COMPLETED,BoTorch,1.8464761395608225,0.6220431327819824,0.2557963728904724,0.5421406857429012,0.1,256,2,128,2,max
38,38,38_0,COMPLETED,BoTorch,1.8539548295159494,0.6015076637268066,0.21759752929210663,0.2662557430805699,0.03221805831379844,512,1,128,2,max
2,2,2_0,COMPLETED,Sobol,1.8941530167095122,0.16584351658821106,0.12713006138801575,0.24606841081573116,0.007958031792637701,512,1,128,2,max
10,10,10_0,COMPLETED,BoTorch,1.9984542770731835,0.18819859623908997,0.07356362044811249,0.12451702788952858,0.0001638518995041491,512,2,128,2,max
